0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.643989787e-11	0	0.9999955171	2.53904017e-07	0.07013016539	5.535743325e-09	1.018836681e-10	1.164729825e-09	1.38808845e-08	3.067054173e-08	6.099391515e-08	1.791196511e-10	1.609782459e-09	9.887951195e-11	3.249940078e-09	8.270748723e-11	1.922196476e-10	4.440610318e-09	4.106025185e-06	0.8663496792	2.719644833e-10
4.771397927e-26	1.963276179e-26	0	1	4.719910994e-25	7.853718172e-25	1.083642468e-25	1.819047541e-26	5.484245478e-26	1.238889969e-25	1.291083997e-18	2.332377224e-26	2.352272343e-26	1.011314731e-25	6.305079591e-25	1.887945588e-26	1.78702008e-26	0.7084554167	1.891747817e-26	2.135010144e-26	3.61959068e-26
0.981452837	5.73133506e-07	0.9832337175	0	3.904723629e-05	4.980277123e-06	3.204931874e-06	7.402831352e-07	1.193388244e-06	1.119254611e-05	0.01632968566	0.9053058045	7.07731368e-07	8.898787797e-07	7.4841568e-06	5.714580831e-07	6.407658763e-07	0.0002481915718	1.356820972e-06	8.20664385e-07	1.34398166e-06
3.180353077e-17	1.615260593e-17	4.200662116e-16	1	0	1.637521487e-17	3.515405123e-17	1.669533927e-17	0.006806405713	0.006097546988	2.042561516e-15	1.96728628e-17	2.366322877e-17	1.736377769e-17	4.680117609e-17	1.627439797e-17	1.636233676e-17	2.519894693e-15	3.917896946e-17	0.9815795677	3.178182551e-17
0.907645961	2.682024743e-08	1.931212941e-07	0.9990990647	3.480229663e-07	0	2.754058993e-08	1.094000871e-07	0.02108833472	0.01759816758	5.640577908e-06	3.637602242e-08	4.648781779e-08	5.233049144e-08	1.448944239e-07	5.638632657e-08	2.684633313e-08	1.174184857e-07	2.930107565e-08	0.5760065824	2.72333597e-08
0.9999999993	2.423253225e-16	0.9977930235	0.002194173228	3.089686645e-17	6.668520732e-17	0	3.483629768e-17	1.831084177e-17	5.866208327e-07	9.33252392e-07	0.9640981304	5.101253878e-17	2.841618706e-17	2.3052906e-06	1.952734973e-17	9.735621678e-18	8.826247975e-06	7.568612749e-17	1.962522712e-17	1.888614267e-16
1.330304349e-11	0.9990391244	0.9089059733	0.01981969977	4.618563881e-11	8.689680799e-09	6.844476513e-11	0	4.954542277e-08	5.255100862e-09	6.118749199e-08	1.306194552e-11	9.976910751e-10	2.118243192e-11	0.05734586825	1.715683757e-11	7.155011044e-11	7.741936022e-09	2.83520759e-07	2.758966651e-11	1.021496589e-09
1.39985916e-30	5.786839891e-30	1	0.9626207162	1.059551205e-27	6.706265979e-27	2.150299824e-29	1.244287895e-30	0	0.7652257168	3.540739866e-23	5.011544135e-32	6.396282046e-32	5.082602729e-31	3.997764836e-26	5.094407332e-32	5.030747623e-32	7.192117434e-21	7.129307428e-30	2.820973387e-29	2.266769222e-30
2.6135553e-33	1.585588722e-34	0.9998348934	1	4.023928629e-32	2.98839608e-32	4.94948839e-33	5.374998845e-35	3.411598473e-34	0	1.290995446e-07	5.44748078e-35	2.049261517e-34	7.136899775e-34	2.090942963e-07	6.0082219e-35	5.424982241e-35	0.9487399586	1.361833244e-34	5.385334222e-35	2.333832158e-34
0.9457778785	1.015738484e-08	0.0002209353362	0.9997288006	7.271883258e-09	9.750238033e-09	1.665235625e-08	1.094157356e-08	0.1018994322	0.0001915568446	0	9.358591598e-05	6.301782484e-09	1.423245476e-08	8.290900663e-09	2.669118268e-08	8.137428683e-09	8.364662316e-09	9.543834909e-09	0.896591703	6.285120653e-09
1	0.9999999429	9.461384654e-18	4.944815825e-18	6.961699543e-18	4.284003911e-18	0.8935635826	1.029209192e-17	4.967682507e-18	4.58295271e-18	2.929978917e-17	0	1.928064192e-08	3.223568223e-18	5.213619812e-18	1.267553817e-17	2.043462057e-18	1.136386234e-17	2.818301765e-08	1.93262466e-18	9.971249326e-18
5.378684035e-13	0.9999999318	3.713779247e-11	4.972824357e-13	4.416466836e-13	5.165898652e-13	0.422121565	1.12826885e-12	1.024038456e-12	5.291070281e-13	4.310155109e-13	3.729363057e-11	0	4.893726137e-13	1.014615462e-12	1.750260734e-11	5.682984528e-13	8.256584089e-13	6.812597762e-08	0.5382027341	3.053067686e-12
0.9995448222	7.231061529e-07	4.700756681e-07	6.27767391e-05	3.856486912e-07	2.265743654e-07	2.454539406e-07	2.2656142e-07	3.329096028e-07	2.391633776e-07	0.72803402	2.393709296e-07	6.291918546e-07	0	2.277910171e-07	2.938067599e-07	2.349569201e-07	3.172815517e-07	2.320144258e-07	2.590909914e-07	2.612776596e-07
5.446600412e-10	1.986766898e-09	0.0002147378712	0.9997804608	3.270404167e-08	8.10217421e-07	5.532312599e-10	3.099851785e-10	4.466297372e-09	4.352043729e-08	2.85813534e-06	5.17695463e-10	7.307860035e-10	1.000547932e-09	0	1.086023022e-09	3.201197245e-10	1.043292054e-06	1.286510851e-09	3.582875342e-10	3.329324134e-10
1.491282625e-08	0.9999888628	1.324982283e-08	1.446349783e-08	1.156321485e-08	1.320333087e-08	1.196908676e-08	0.4760032359	0.7128889428	0.004448137349	1.30893882e-08	1.817113451e-07	1.061582589e-05	1.178488292e-08	2.764094634e-08	0	3.85235272e-08	1.40627289e-08	6.923488016e-08	1.159902633e-08	0.4269285765
0.9999995238	3.215025709e-08	2.199723216e-08	2.661483762e-08	3.488521564e-08	2.16621769e-08	2.152816076e-08	2.291806178e-08	2.366386266e-08	2.144451927e-08	3.12086973e-08	2.338540543e-08	3.030181345e-08	2.310521885e-08	2.472477489e-08	2.589303246e-08	0	2.401710108e-08	2.360466305e-08	2.165909731e-08	2.14271134e-08
1.563405697e-19	5.220234636e-22	0.9990338665	0.9999999791	7.23304452e-20	3.592312694e-21	6.230576302e-22	1.929375042e-22	1.481456998e-21	4.081520654e-20	3.361896366e-17	5.658563086e-22	2.112480677e-22	2.48245794e-22	6.071031616e-20	1.837482016e-22	2.203324028e-22	0	3.707843141e-22	0.8984405654	2.003825347e-22
4.270843339e-18	0.999999941	0.1521637183	6.34459362e-05	1.056432823e-17	3.930541047e-16	8.627374776e-18	1.847518492e-16	1.090156755e-07	2.117566641e-06	2.058173022e-15	1.95074306e-18	2.660000613e-17	2.929394123e-18	3.15322605e-06	3.261359497e-18	4.651423127e-18	0.8477673574	0	7.910883468e-18	0.5622519436
2.264750678e-21	8.103035155e-20	0.9904418908	0.3954766973	2.004597686e-14	7.544218347e-18	0.8414248343	2.370729826e-22	2.376831472e-17	0.00144370003	0.5975179667	5.187746478e-23	1.011911748e-22	1.486755836e-21	1.133771625e-18	5.165555209e-23	5.520563885e-23	0.007418159093	9.283246164e-21	0	1.363837423e-22
1.436590804e-14	0.9999991195	8.440299155e-11	1.169401432e-13	1.281591602e-14	8.069307586e-14	2.991354603e-15	9.539567212e-10	1.770559875e-12	1.023296695e-12	5.284349118e-13	1.373366108e-14	2.824181725e-13	3.163327397e-15	7.797188105e-13	1.179252958e-14	8.307386817e-15	5.449361208e-13	8.794742327e-07	3.633506453e-15	0
